annotator,title,comment_id,comment_text,author,stance_pro,stance_con,argument_type,pathos_type,ethos_appeal,ethos_challenge,word_count,context,timestamp,published_date,like_count,mentions,root_comment_id,root_comment_text,lang
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWP30gR6s,That IRGC officers shouldn’t be in a Syrian consulate office planning and sourcing hamas and hezbollah attacks against IDF. ? I mean…,user_0135,israel,"iran, iran's attack, hamas","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,22,,2024-04-13 22:44:39+00:00,2024-04-13T22:44:39Z,0.0,,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWSuReDQl,"Israel started all this , what hamas done was wrong , but again you attacked Iran, well face the consequences , it's tour own fault , and the uk and USA should stay out of it , isreal , just the same as what the have done to palestines muslims and christians , in the west bank and gaza for years , when you try and control a group of people like there worth nothing compared to you , what did you think would be the out come , what hamas done was a war crime , but isreal has to look at self in the mirror , the world not to stop backing them",user_0136,iran,"israel, hamas, the west","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,115,,2024-04-13 22:45:11+00:00,2024-04-13T22:45:11Z,0.0,,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWVJ3iMS0,but the USA can support Israel? But the Islamic Republics of Iran 🇮🇷 cannot support Palestine? What kinda fuckery is that?,user_0137,iran,"israel, the west",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,21,ofcourse they’re very scared of you? any generals left ? | What was Israhell thinking in the first place? And amerika? | What Iran was thinking by getting involved?,2024-04-13 22:45:31+00:00,2024-04-13T22:45:31Z,7.0,comparecards5688,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWX9SbLm_,"​ IRGC-Qods is a terrorist group of Iran that operates in the Middle East. It's leaders were in the building. Not diplomats or spies, but actually pumping arms.",user_0038,"israel, iranian embassy bombing",iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,28,​ They IRGC guy who was killed was responsible for coordinating Iranian proxies | ​They bombed Iranian embassy on Syria dude it has nothing to do witb Hamas c mon use you head 😮 | Oh and did they think Israel would not strike back after 10/7??,2024-04-13 22:45:46+00:00,2024-04-13T22:45:46Z,0.0,1100100il,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWbysbCUJ,"way back to when? to the moab? the modern day jordanians? or to the canaanites the modern day lebanese, palestinians, syrians ? where to exactly? because the people never left they just changed religion. so having some europeans coming in because they converted to a religion that started there three thousands years back and thinking they have a claim to the land without them being indigenous people of the land is well intersting to say the least",user_0099,iran,"israel, the west","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,78,I think you need to go way further back to Israel’s history. Way back. | what does iran have to do with 7 oct? that was hamas. and did israel honestly think after 75 years of occupation and mur.. they wouldn't strike? | Oh and did they think Israel would not strike back after 10/7??,2024-04-13 22:46:34+00:00,2024-04-13T22:46:34Z,3.0,cjhoward409,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWfBKXJxQ,👌,user_0138,,,,,,,1,Love how they know Iran has launched attacks yet they had no idea that hammas were launching an attack.. hmmm,2024-04-13 22:47:00+00:00,2024-04-13T22:47:00Z,0.0,Razmin1212,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWfFKlR4z,Enlarging the conflict to cover genocide and human crime,user_0139,iran,israel,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,9,,2024-04-13 22:47:00+00:00,2024-04-13T22:47:00Z,0.0,,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWui1v5aI,maybe iran shouldn't have organized the massacre of Jews...,user_0140,israel,"iran, hamas","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,9,,2024-04-13 22:49:07+00:00,2024-04-13T22:49:07Z,0.0,,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BWzwL-oDz,"IRGC-Qods is a terrorist group of Iran that operates in the Middle East. It's leaders were in the building. Not diplomats or spies, but actually pumping arms.",user_0038,"israel, iranian embassy bombing",iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,27,,2024-04-13 22:49:50+00:00,2024-04-13T22:49:50Z,0.0,,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BX19jXAV2,israhell and USA are 1 nation,user_0141,,"israel, the west",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,6,oh and did they think ‘hAMas’ would not react after 75 years of torture? | I think more intelligent and humanistic than terrorists? | does İsrael think at all?,2024-04-13 22:50:08+00:00,2024-04-13T22:50:08Z,2.0,yff7014,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BXGZdSbyz,"How dare you. First off Israel said that they did NOT attack their embassy. So you just called them liars. Like they’ve ever denied any attacks they ACTUALLY MADE. Secondly, if they had of done that, do you think they should sit by while they rape women and murder women and children and the elderly? Yes they DID. Who do you think gives the Hamas money and supplies?? You guessed it, iran. But according to you they should just sit by while they are pushed into the sea, right?? That’s what they want to do. And don’t give me that crap about the phony palestinians. They aren’t really palestinians. They are called that because Rome once renamed Israel as “palestine,” when they conquered Israel long ago. However no Israelite will be called that. But their cousins who hate them will. Are you American? If you are and think they should leave then so should YOU. Give as much as you can back to the Native Americans. At least you have a place to go to. THEY don’t. Why do I say this? You sit in your safe space in your country and judge a nation that, for GOD knows why, nearly the whole world hates for NO REASON. Including YOU. So where should they go?? Why should they give up their land and country for people who have a place to go to if they wanted but won’t because ISRAEL gives them more freedom than their native lands do! THAT is why they stay. HOW. DARE. YOU. ISRAEL has a RIGHT to EXIST. ISRAEL has a RIGHT to FIGHT for their people. ISRAEL has the RIGHT to LIVE. And the rest of the world has NO RIGHT to judge them. SHAME on you and ALL who have done as you and will do so later. You will be judged for this by The TRUE JUDGE. Repent while you still HAVE TIME. Because those are HIS people. And HE said by your own words will you be justified and by your own words will you be condemned. You guessed it YHWH, also known as YEHOSHUA HAMASHIACH, will judge you for what you do to His people. REPENT. ”Then Peter said unto them, Repent, and be baptized every one of you in the name of Yehoshua HaMaShiach for the remission of sins, and ye shall receive the gift of the Holy Ghost.“ ‭‭Acts‬ ‭2‬:‭38‬ ‭",user_0142,israel,"iran, hamas, the west","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.), positive emotion (hope, pride, happiness, admiration, etc.) ",,"user, people who oppose israel",403,,2024-04-13 22:52:14+00:00,2024-04-13T22:52:14Z,0.0,,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BXLERhx8H,NO!,user_0143,,israel,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,2,"Israel is just defending their country and citizens. It’s a sovereign , prosperous, amazing country. And it belongs to them! God bless the iron dome and God bless David’s Sling. Israel will. Protect itself | oh and did they think ‘hAMas’ would not react after 75 years of torture? | I think more intelligent and humanistic than terrorists? | does İsrael think at all?",2024-04-13 22:52:53+00:00,2024-04-13T22:52:53Z,3.0,juneschwartz2322,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyVcgk_EbWfl9Ia3jl4AaABAg.A2BS0h7bX8JA2BXPa9gBFj,​I wonder how many times this nonsense is going to be repeated. It's so childish,user_0144,,,,,,,15,"Israel is just defending their country and citizens. It’s a sovereign , prosperous, amazing country. And it belongs to them! God bless the iron dome and God bless David’s Sling. Israel will. Protect itself | oh and did they think ‘hAMas’ would not react after 75 years of torture? | I think more intelligent and humanistic than terrorists? | does İsrael think at all?",2024-04-13 22:53:28+00:00,2024-04-13T22:53:28Z,2.0,juneschwartz2322,UgyVcgk_EbWfl9Ia3jl4AaABAg,What were you thinking when bombing Iran’s embassy?,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,user_0145,,"israel, iranian embassy bombing","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,22,,2024-04-13 22:11:02+00:00,2024-04-13T22:11:02Z,2084.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BTETqDEX0,So incredibly disturbing! Warmongers are usually more subtle...,user_0083,,"israel, iranian embassy bombing",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,8,,2024-04-13 22:17:00+00:00,2024-04-13T22:17:00Z,102.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BUPBIP87l,"An embassy is the sovereign territory of the country. If anyone thinks for a moment that the US wouldn't retaliate against an attack on any of its embassies, they should let us know how the weather is on Earth 2.",user_0146,israel,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.), sarcasm/irony(the opposite meaning)",,,40,,2024-04-13 22:27:12+00:00,2024-04-13T22:27:12Z,206.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BUPn1tMMx,"No warmongering here. You'd have to be an idiot to want war. Only lamenting at the utter stupidity of events that's lead us here, the international community is a joke.",user_0145,,the west,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,31,So incredibly disturbing! Warmongers are usually more subtle...,2024-04-13 22:27:17+00:00,2024-04-13T22:27:17Z,0.0,TragoudistrosMPH,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BUS_5vv7b,"It wasn't a stupid idea. Israel wanted a war with Iran at any cost because of the blank cheque that the US, UK and France have given her with her defence. She has nothing to worry about. Already US air force units from Turkey are in the air to intercept these slow drones.",user_0020,israel,iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,53,,2024-04-13 22:27:40+00:00,2024-04-13T22:27:40Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BU_zRrMcG,"It was the same level of stupidity that Hamas showed on Oct 7th, 2023. What did the attackers think would be the response? Hamas? Israel?",user_0147,israel,hamas,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,25,,2024-04-13 22:28:49+00:00,2024-04-13T22:28:49Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BUpQtbr0D,It was NOT an embassy. Not even a consulate as they claimed. It was a building from which they were supporting the activities of Revolutionary Guards. The Embassy stands untouched next to it.,user_0034,israel,,"appeal to reason, giving evidence (logos)",,,,33,,2024-04-13 22:30:55+00:00,2024-04-13T22:30:55Z,1.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BUwM6P8Ba,We can also agree Iran was paying for Hamas and hezbollah to attack Israel.... make no mistake Iran has been the key supporters of terrorism in the world,user_0148,israel,"iran, iran's attack, hamas","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,28,,2024-04-13 22:31:52+00:00,2024-04-13T22:31:52Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BUz_YgbyY,What about Hezbollah and Hamas attacking Israel for decades which are trained and funded by Iran ?,user_0037,israel,"iran, iran's attack, hamas","appeal to reason, giving evidence (logos)",,,,17,,2024-04-13 22:32:18+00:00,2024-04-13T22:32:18Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BV-dRk8V1,"You have not been paying attention. You don't' understand why Israel bombed an Iranian occupied building next to, note not the actual embassy building, then you have not been paying attention.",user_0149,israel,iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,31,,2024-04-13 22:32:27+00:00,2024-04-13T22:32:27Z,68.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BV1q9GHi7,How many countries has had their embassies occupied by Iran. Hypocritical.,user_0150,iran,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,11,,2024-04-13 22:32:45+00:00,2024-04-13T22:32:45Z,35.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BV2M6J5VA,"Israel and US must be stupid to think Iran will not defend its territory. Like Israel, Iran will hurt those that caused pain on them. This is human and animal instinct.",user_0151,"iran, iran's attack","israel, the west","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,31,,2024-04-13 22:32:49+00:00,2024-04-13T22:32:49Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BV55VS-wr,Israel luring Iran for direct attack. thats what they expecting,user_0152,,,,,,,10,,2024-04-13 22:33:12+00:00,2024-04-13T22:33:12Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BV5C10W7X,They didn’t attack their embassy,user_0153,israel,,"appeal to reason, giving evidence (logos)",,,,5,,2024-04-13 22:33:13+00:00,2024-04-13T22:33:13Z,17.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BV8RRu6q9,Don't you know why Israel had to attack the Iranian embassy?,user_0154,"israel, iranian embassy bombing",iran,"appeal to reason, giving evidence (logos)",,,,11,,2024-04-13 22:33:39+00:00,2024-04-13T22:33:39Z,10.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVNw0VB8g,what were top iranian generals doing in Syria.....definitely not on a vacation😅,user_0155,iranian embassy bombing,iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,12,,2024-04-13 22:35:46+00:00,2024-04-13T22:35:46Z,33.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVSpvAx_r,I agree. Isreal need to be stop.,user_0156,,israel,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,7,,2024-04-13 22:36:26+00:00,2024-04-13T22:36:26Z,47.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVU-RiKWj,Can we all agree whether or not we like Israel that Iran using its proxies to attack Israel was a really stupid idea.,user_0131,israel,"iran, iran's attack","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,23,,2024-04-13 22:36:36+00:00,2024-04-13T22:36:36Z,37.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVU55kdPQ,They've made some really bad calls lately.,user_0157,,"israel, iranian embassy bombing","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,7,,2024-04-13 22:36:36+00:00,2024-04-13T22:36:36Z,5.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVUG-gtnQ,"thats just propaganda you cant back with any proofs, nobody can, on the other hand the attack on the embassy its real sheet, so no your point makes no sense.",user_0158,iran,"israel, iranian embassy bombing","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,user,31,We can also agree Iran was paying for Hamas and hezbollah to attack Israel.... make no mistake Iran has been the key supporters of terrorism in the world,2024-04-13 22:36:38+00:00,2024-04-13T22:36:38Z,9.0,brentvanbarriger4350,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVWPZ4T9f,It was an act of war,user_0159,,iranian embassy bombing,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,6,,2024-04-13 22:36:55+00:00,2024-04-13T22:36:55Z,15.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVaw4KXmt,​1 which is USA. But Iran didn't killed the hostages. Also Iran didn't overthrew us government like how us did in 1953. Also iran didn't starved to death 4 million people in WW2 (Iranian famine of 1943),user_0160,iran,the west,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,37,How many countries has had their embassies occupied by Iran. Hypocritical.,2024-04-13 22:37:41+00:00,2024-04-13T22:37:41Z,19.0,chrisjackson1295,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVb6Dzwou,They didn’t attack their embassy you m0ron,user_0130,israel,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,7,,2024-04-13 22:37:42+00:00,2024-04-13T22:37:42Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVbTOI6Uq,Iran attacked Israel embassy in Argentina in 1990 killing many people,user_0161,"israel, iranian embassy bombing","iran, iran's attack","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,11,,2024-04-13 22:37:45+00:00,2024-04-13T22:37:45Z,0.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVc1LSkSm,you mean like when Iran attacked the U.S embassy?,user_0162,,iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,9,,2024-04-13 22:37:50+00:00,2024-04-13T22:37:50Z,7.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVdhSVcqW,Iran has a god given right to defend itself,user_0163,"iran, iran's attack",israel,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","positive emotion (hope, pride, happiness, admiration, etc.) ",,,9,,2024-04-13 22:38:03+00:00,2024-04-13T22:38:03Z,18.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVeuPU8yM,Love Iran Iran has every rite to defend themselves United snakes should stay out of it !!,user_0138,"iran, iran's attack",the west,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,17,,2024-04-13 22:38:13+00:00,2024-04-13T22:38:13Z,11.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVhMxzTiy,Didn’t Iran attacked both Israeli and American embassy in the past🤔,user_0164,"israel, the west",iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,11,,2024-04-13 22:38:34+00:00,2024-04-13T22:38:34Z,11.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVjXyMWRF,No. Iranngas been attacking Israel through its proxies. Israel has the right to defend itself.,user_0165,israel,iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,15,,2024-04-13 22:38:51+00:00,2024-04-13T22:38:51Z,10.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
885,BREAKING: Iran launches “mass drone and missile attack” on Israel | BBC News,UgyGjYt6L03-aLflsYB4AaABAg.A2BSYkvqPjPA2BVk6yOq6m,"It was not a stupid idea. Israel has been very patient to not strike Iran directly, but the time finally came after so many attacks on Israeli soil by Iranian proxies. Can't we all admit that Iran has been attacking Israel for years through its proxies?",user_0031,israel,iran,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,46,,2024-04-13 22:38:56+00:00,2024-04-13T22:38:56Z,12.0,,UgyGjYt6L03-aLflsYB4AaABAg,Can we all agree whether or not we like Iran or not that Israel attacking their embassy was a really stupid idea.,en
