annotator,title,comment_id,comment_text,context,stance_pro,stance_con,word_count
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GJaIajEX7,Nous sommes dirigés par des pervers 🤣🤣🤣,Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,,"emmanuel macron, occident",7
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GL81uUF-1,Vous vous rendez compte 😢 j'ai honte pour mes arrières grands parents de la première et seconde guerre mondiale honte pour la république de Napoléon vous vous rendez compte que l'on défend l'Ukraine qui dans ses rend compte et troupes nazis et de l'autre côté on soutient Israël. Quel honte ou et la logique de Macron,Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,,"aide a l ukraine, emmanuel macron, guerre en ukraine, israel",56
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GLFnqEB20,"Si t'es pas content, tu peux toujours prendre ta déchéance de nationalité et partir en Russie pauvre con",Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,,russie,18
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GNnHSuFR0,That is democracy - freedom of speech they call it :)))))),Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,,"democratie francaise, liberte de la presse, occident",11
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GOLbUd-1G,"Mdr, la recherche Journaliste emprisonné en Russie.",Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,liberte de la presse,russie,7
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GPmPO2Faj,Vous journalistes français vous êtes arrogant même vous cherche r a aggravé vous êtes des chiens des grosse fortune qui vous m anipule vous n êtes pas objectif,Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,,journalisme francais,28
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GRuEQmVuZ,@user L'hypocrisie en premier lieu !!,Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,liberte de la presse,occident,6
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GS8fV-5bF,Pas surprenant son raisonnement. Pas choquant. En 45 les russes sont venir nous sortir de la merde.,Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,russie,,17
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GSJ-72O0a,"@user pas d'intellect , car ton déni et celui des journalistes corrompus qui font la fausse propagande d 'une Russie envahissante en fait rire plus d'un
Alors que nous marchons sur les pieds des Russes depuis les accord de MINSK JAMAIS RESPECTER , que si l'Ukraine entre dans l'Otan comme tout pays membre , elle accueillera les bases et leurs missile ( qui d'ailleurs seront diriger vers Moscou ) Ukraine c est + - 1600km de frontière avec la Russie ,
Cette guerre était prévisible et orchestrer par nos maître ( usa qui dirige l'otan ) etc..etc...et maintenant Macron veut faire tuer nos enfants en les envoyant en Ukraine alors que l'Ukraine ne fait pas partie de l'union européenne ( et donc la France serait ) de 1 en tord , de 2 personne ne va les suivre en Europe et encore moins les Américains,
Donc ne fait pas celui qui a tout compris et qui se permet de parler de l'intellect des gens car en Geo politique tu n'as pas l'air d'y comprendre grand chose ,
Peut être ton cerveau est lobotomiser par BFM , TF1 etc....donc je te conseille d'aller sur google ( et pas youporn sa te changera )
Et d'aller étudier le sujet,
La Russie a toujours été ami de la France,c'est Macron qui détruit tout , d'ailleurs c'est à cause de lui s'il n'y a pas eux de cesser de feu ( mais il en veut un maintenant pour les JO haha et pourquoi pas pour la Champions ligues 😂
En plis ce serait pour réarmer l'Ukraine car ils sont à court de munition ,
Ce qui m'étonne c'est que ici on dénonce l'antisémitisme mais les Nazis au pouvoirs avec Zelinsky ( au parlement sa dérange personne ) mais bon , fait toi une culture et forge toi une vrai opinion et pas une opinion à travers nos menteur de MEDIA corrompus, si tu penses que nous disons la vérité , que Poutine est le mechant et que nous sommes l'axe du bien on peut plus rien pour toi,",Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,"russie, vladimir poutine","aide a l ukraine, bfmtv, emmanuel macron, journalisme francais, occident",344
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GTtSwDRrF,😅 c est pas de Attal q il voulait parler mais le journaliste biaise son interview l affaire Brigitte a passer les frontières a mon avis bref !!!! Ce qui est sur c est que Macron vas trop loin depuis des années sur pleins de sujets et d ailleurs les seuls journalistes russes qu ont voient sur plateau TV c est pour dire q ils sont contre Poutine et son régime sinon ont ne les laisse pas parler et sa fait des années que ça dure bref a moment donner la France vas trinquer a cause de Macron .... 😢 Faudrait pas pleurer ont l aura bien cherché a se mêler de se qui nous regardaient pas .... Pauvre France ont verras qui nous aidera quand ont sera dans l'avion merde ????? Quel pays sera notre allié et ne dites pas les états unies parce que là je rie fort,Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,liberte de la presse,"aide a l ukraine, emmanuel macron, journalisme francais, occident",150
ai,Un proche de Poutine menace la France: l'entretien exclusif de  notre reporter à Moscou,UgwUFMjN2JJnfNZwRH14AaABAg.A1FHrr2cFVfA1GTwayGGf_,Ben il dit les choses au moins c clair!!!!et du coup je suis plutot ok avec lui !!!macron le petit poucet devrait s occuper de son pays avant de faire le petit soldat !!il nous ridiculise assez dans le monde et la je pense que ca suffit les petites visites a marseille c blabla on a compris cela depuis un moment!!!basta!!!!serieux!!il nous manque un chef!!!!!!!!!!!!!!,Les Journalistes français circulent librement en Russie mais les journalistes Russes ne sont pas la bienvenue en France.🤣Les donneurs de leçon exposés 🙂l'occident decadent,,emmanuel macron,65
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",elections russes,,19
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA18jGS0jOZp,"Wow! Le mafieux ''petit poutine'' a été félicité par la Chine, la Corée du Nord et l'Iran!!! Méga Magouille du Kremlin!!! Le Peuple Russe va se Révolté ça c'est Certain et petit poutine a une Cible dans l'dos! Il ne terminera pas l'année et makogonov est pitoyable! Plus il parle plus il se cale!!!","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"elections russes, russie, vladimir poutine",54
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA18uW_TqAQd,"C'est votre Souhait semer le chaos dans les autres pays et affaibli poutine de l'intérieur mais cela n'arrivera jamais. Poutine empêche la France de voler,piller en Afrique voilà pourquoi vous detestez poutine","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",vladimir poutine,occident,32
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA18wZU4vGM0,"@user cas où tu as pas pigé, c'est l'Occident qui se casse la gueule et que plus personne n'écoute. C'est nous qui devenons ceux dont tout le monde se fout... Visiblement tu n'as pas pigé.","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,occident,35
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA191Oq0950G,Qu'est-ce que ce russe parle bien français 😂 seul contre eux,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",russie,journalisme francais,11
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA191QV2Lkqb,Continue à rêver 🤣trouve déjà le moyen de te débarrasser de ton président que vous critiquez tous...Mdr@user,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"democratie francaise, emmanuel macron",17
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA192kkoTdk2,Il n'a pas tué son opposant espèce d'abruti,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,vladimir poutine,8
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA195iSNoOnG,"Chirac recevé de l'argent de ça campagne électorale de Saddam Hussein à l'époque,des valises remplies des euros dans les métros de Paris , ça été dévoilé par l'ex chef des renseignements irakien","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,democratie francaise,32
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA199iF3qc7g,"Il n'a pas tué son opposant, lui, cré - tine","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,vladimir poutine,10
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19A4Tznp_f,"Le score de Poutine fait beaucoup de jaloux 😏...
En tout cas, en Afrique on APPLAUDIT!
Ou alors on ne compte pas 😅?","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..","elections russes, vladimir poutine",,23
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19CO-cdhr_,"Vous applaudissez ,mais ce n'est pas la bas que vous allez ,pourtant le pays est immense et vous y serez accueillis les bras ouverts avec des colliers de fleurs","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,russie,29
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19JqH_oRa9,À la différence que c était au second tour,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,,9
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19KLZpKUYU,"@user as vu en France on a le droit de dire qu on est pas d accord.
En Russie celui qui dit publiquement ne pas être d accord fini en prison","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,russie,31
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19NlnFqbIn,"@user par Assimi Goïta du mali🎉..
T'as le seum toi😂😂
Pauvre gamin français ; traumatisé par la propagande occidentale ..😂😂😂","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,occident,20
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19ONn4uBRe,"@user’est parce que c’est pas la Russie qui a pillé l’Afrique depuis des siècles, jusqu’à présent avec la complicité de certains dirigeants, on vient récupérer nos bien, pour rappel les occidentaux sont les Premiers à se rendre en Afrique pour lesclavage et la colonisation","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",russie,occident,44
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19Q3FYyZg9,Chirac à été élu avec 20%,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,democratie francaise,6
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19R_Pm7j_h,Je suis d'accord avec vous la colonisation est nefaste mais elle existe toujours plus ou moins mais de façon iplus insidieuse certains pays sont pillés en payant avec leurs ressources naturelles pour payer certains groupes paramilitaires et pas que des occidentaux,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,occident,41
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19U6JzjP-C,@user source: Navalny et BFM mdr,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,bfmtv,6
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19YI9Go7T7,"@user Mais si t'es pro Ukrainien, c'est à toi d'y aller mon loulou, moi l'Ukraine je m'en tartine les couilles","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,aide a l ukraine,20
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19aBsM5Bfi,C'est journaleux qui cherche le moindre détail pour dire du mal à la limite de l'interrogatoire SI SEULEMENT ils avaient la même ferveur et hargne pour les politiques français qui eux auraient bien besoin qu'ont les confrontes à leurs incompétence et mensonges.,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,journalisme francais,42
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19cX7AGn8Z,Il me semble qu un retraité avec une banderole a été condamné en France ....@user,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,democratie francaise,15
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19cdHZpbQ4,'exact avec les médias tous du même côté,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"democratie francaise, journalisme francais",8
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19cp-gaCel,"@user Petit Poutine??. Il vous le mets bien la ou je le pense..87% de son peuple est derriere lui..et a juste titre. Il sera la au moins jusqu'a 2030, tu le veuilles ou non..Occupe toi de ton pays et de ton clown de president ..qui dit qu'il veut envoyer des troupes en Ukraine, mais qui n'a pas les couilles de le faire..Allez declarer la guetre a la Grande Russie si vous en avez le courage..Vous petez plus haut que votre derriere..","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..","elections russes, guerre en ukraine, russie, vladimir poutine",emmanuel macron,81
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19desaF65P,La mère BACHELOT a été particulièrement PITOYABLE...en se disant choquée pour un oui ou pour un non!!!!,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,journalisme francais,17
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19ik1aJuyW,"Malheureusement le peuple Russe est apathique ,les intellectuels peuvent faire réfléchir certains mais cela n'est pas suffisant
Il ne Faut pas oublier qu'avant Poutine lesRusses faisaient des qUEUES DEvant les magasins d'alimentation
Quant à Magonov, je le trouve pathétique,on ne voit que les icelles de la marionnette du Kremlin quand il parle","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"russie, vladimir poutine",52
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19ixeL26II,Ces journaleux de vrais charognars,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,journalisme francais,5
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19m3BpteID,Medvedev sur macron excellent le texte 🤣🤣🤣🤣🤣,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,emmanuel macron,7
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19mEs0-MEv,Tout à fait...Cette bonne femme se dit chaquée quand ça l'arrange et que ç correspond à la pensée unique du plateau!!!,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"bfmtv, journalisme francais",21
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19mSPASULQ,"@user: espèce d'idiot , au second tour en général il reste que deux candidats, et au Magreb les scores ne sont- ils pas manipulés ? Voire magoullés ?","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,,28
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19mW_87D3a,@user pour finir a 83% c'est qu'il y avait un problème démocratique quand-même.,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,democratie francaise,13
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19mnK_hPHX,"Les médias français veulent voir ce qu'ils veulent voir et critiquer ce qu'ils n'aiment pas, en fait, les médias français suivent les états unis et la CIA.","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"journalisme francais, occident",27
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19mzAv9FUf,Grand respect à alexander makogonov,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",russie,,5
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19nFE-8fvq,"@user ah bon ? combien de gilets jaunes ont été emprisonnés pour rien ?
Et la France n'est certainement pas un exemple de démocratie.
Mitterrand candidat avait été emprisonné pour avoir ouvert une radio libre.
Darmanin qui veut interdire le NPA.
Mélenchon condamné pour avoir réclamé l'ouverture de son Local bloqué par un policier qui n'avait pas respecté la loi.","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",liberte de la presse,democratie francaise,60
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19oYAYG2OH,"ahahah ....ces journalistes qui se plaignent de la sécurité en RUSSIE, les pôvres ne peuvent pas travailler correctement et informer le monde .... ---> JULIAN ASSANGE..... ILS NE CONNAISSENT PAS JULIAN ASSANGE. !.... ça confirme leur niveau journalistique","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..","liberte de la presse, russie",journalisme francais,38
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19wQ0VxJJt,"@user êtes aussi loin de Poutine que la lune, et Makagonov n'est pas un mendiant ukrainien hystérique, tout ce qu'il dit est correct.","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..","guerre en ukraine, russie, vladimir poutine",,23
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19wbXDxMOt,"@user, vous êtes juste stupide, la Russie a plus de libertés et de droits que le soi-disant monde occidental.","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",russie,occident,19
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19xj1sGqOx,@user bien sûre quelle belle démocratie en france mdr confiné de force picouzé de force on nous fait les poches ferme la va ...t iras te battre en ukraine on te regardera en train de pisser dans ton froc,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,democratie francaise,39
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19ywnycqiE,Et toc !,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,,3
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19zUGwYbeh,@user le Russe makagono pourquoi il dégage pas chez son putine lifté adoré,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"russie, vladimir poutine",13
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA19zqfELlWJ,"Jamais on a vu l'Occident défendre l'Afrique quand les oppositions sont muselées ou quand les opposants sont assassinés.
C'est triste","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,occident,20
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A-q4e0_dd,@user Et MACRON ...qu'est-ce que vous en pensez ? Vous allez en Ukraine pour la guerre de MACRON .,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"emmanuel macron, guerre en ukraine",19
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A-wnmedce,tu peux rappeler le nombre de personnes qui se sont presentées au 1er tour ! c'est toute la difference avec la russie !!!,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,elections russes,23
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A0jD7xaps,Это другое! 😂,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",elections russes,democratie francaise,3
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A1pj_er2x,"Les trolls russes ça ose tout, c'est à ça qu'on les reconnaît.
Allez Ivan tu nous appelles le jour où il y a un 2e tour en russie.","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"elections russes, trolls russes",28
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A1tioARuX,Jacques Chirac a été réélu face à un candidat facho à plus de 80%. Poutine aussi mais c’est lui le facho qui était face à trois autres candidat qu'il a choisit qui on tous fait moins de 4%…,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",democratie francaise,"elections russes, vladimir poutine",38
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A273VTgRT,Peut être que c'était alors truqué ?,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,democratie francaise,7
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A2YdWsw3k,"Même en étant au second tour et donc avec uniquement 2 candidats, ce score reste inférieur à celui de Poutine C’est assez malhonnête","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,elections russes,23
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A4TzTH2ST,@user en utilisant les mêmes moyens que poutine !,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"democratie francaise, elections russes, vladimir poutine",9
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A4dnqn-we,@user a raison même au deuxième tour ils ont interdit à lepen de faire campagne et ont passé des reportages nazis 15 jours même méthode que poutine !,"Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"democratie francaise, vladimir poutine",28
ai,L'interview du porte-parole de l'ambassade de Russie en France en intégralité,UgxAc5qNbzeIP-4nEvR4AaABAg.A18evMTBUcLA1A4n4Rgva5,"C'est presque pire que ce que j' entendais, du temps de l' Urss... C'est pas peu dire !
Et un jour l urss s'est ecroulée comme un chateau de sable. Plouf !
Mentir et abuser a ce niveau... Pitoyable.
Et l armée des timbrés de trolls qui embrayent comme un seul homme... des simples... Des mômes frustrés et puerils. Tristes sires.!","Madame Bachelot, Jacques Chirac à été réélu en 2002 à hauteur de 83% des voix.. en démocratie.. en France..",,"russie, trolls russes",61
