annotator,title,comment_id,comment_text,author,stance_pro,stance_con,argument_type,pathos_type,ethos_appeal,ethos_challenge,word_count,context,timestamp,published_date,like_count,mentions,root_comment_id,root_comment_text,lang
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA03lsPYtEkN,​I didn't want to be rude but thought they might be transvestite.,user_0319,,"ukrainian miss japan, western beauty standards",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,12,"the opposite of hers.. | ​ what is a womanly profile? | Yeah the win makes sense, no way SHE beat out japanese women in a beauty pageant, not with that manly profile.",2024-02-21 05:31:54+00:00,2024-02-21T05:31:54Z,0,prudym1469,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA03mMXjNXk_,Even still. You will certainly never be known. For anything.,user_0314,,,,,,,11,keyboard warrior that has never been to Asia! I'm not the only one that feels so | she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking,2024-02-21 05:36:09+00:00,2024-02-21T05:36:09Z,5,onlinme7884,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA03pziLpl25,"u seen to have some other issue, get well soon",user_0290,,,,,,,11,Even still. You will certainly never be known. For anything. | keyboard warrior that has never been to Asia! I'm not the only one that feels so | she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking,2024-02-21 06:07:51+00:00,2024-02-21T06:07:51Z,12,AB-zq4fw,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA03qNJ-BT2C,You seem to have low self esteem. Why else would you attack a strangers appearance? JS,user_0314,,,,,,,17,"u seen to have some other issue, get well soon | Even still. You will certainly never be known. For anything. | keyboard warrior that has never been to Asia! I'm not the only one that feels so | she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking",2024-02-21 06:11:12+00:00,2024-02-21T06:11:12Z,0,onlinme7884,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA03xvclO7ff,"⁠​⁠ a large portion of young Japanese men have a massive fetishise for white women, so I wouldn’t be surprised if that played into her selection. And by fetish I mean a gross dehumanising obsession with having sex with white women, not that these Japanese men seek to marry white foreigners over Japanese women.",user_0320,ukrainian miss japan,"adultery, japan","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,54,"the opposite of hers.. | ​ what is a womanly profile? | Yeah the win makes sense, no way SHE beat out japanese women in a beauty pageant, not with that manly profile.",2024-02-21 07:17:12+00:00,2024-02-21T07:17:12Z,0,prudym1469,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA043FxnrtRU,Awww...Shame on her.,user_0321,,ukrainian miss japan,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,3,,2024-02-21 08:12:32+00:00,2024-02-21T08:12:32Z,4,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA04_BsyzLqC,So what? A European blonde won miss Zimbabwe recently!,user_0322,"ukrainian miss japan, beauty contest",,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,9,,2024-02-21 13:00:20+00:00,2024-02-21T13:00:20Z,12,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA04bhZaQB7c,she’s better looking than any woman who will ever think about you,user_0323,ukrainian miss japan,,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,user,12,"u seen to have some other issue, get well soon | Even still. You will certainly never be known. For anything. | keyboard warrior that has never been to Asia! I'm not the only one that feels so | she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking",2024-02-21 13:22:17+00:00,2024-02-21T13:22:17Z,0,onlinme7884,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA04fd4RAYCB,​ she knows the man was married😅,user_0324,,"ukrainian miss japan, adultery",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,7,"No, he was not. It was only said sometimes, that he was a plastic surgeon. And also he confessed, that he didn't tell her, he was married. After all of this, she herself asked judges to take her crown",2024-02-21 13:56:37+00:00,2024-02-21T13:56:37Z,4,xxcuzzxme,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA04udX4Ab-z,When America occupies your country and defines beauty....,user_0325,,"beauty contest, japan",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,8,,2024-02-21 16:07:45+00:00,2024-02-21T16:07:45Z,14,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA04uwWSOFYg,Clearly someone was getting paid or laid for this European to win the title of Miss Japan... She's not Japanese!,user_0326,,"ukrainian miss japan, beauty contest","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,20,,2024-02-21 16:10:21+00:00,2024-02-21T16:10:21Z,0,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05-DmBfk3a,​ shes lived in Japan her whole life. Should Americans only let white people be Miss America?,user_0327,"ukrainian miss japan, beauty contest",,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,17,It's pretty insane that someone from Ukraine can move to Japan and be miss Japan. Makes me wonder who the runner up is.,2024-02-21 16:56:32+00:00,2024-02-21T16:56:32Z,0,blackloki9,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA055XKalyrY,Can you please delete this because he absolutely was not. Disturbing 5k people were misinformed by this and continue to be,user_0327,,,,,,,21,,2024-02-21 17:51:38+00:00,2024-02-21T17:51:38Z,21,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05SnVCitZI,"As we say in the South, she's real strong in the face.",user_0328,,"ukrainian miss japan, beauty contest, western beauty standards",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,12,,2024-02-21 21:14:57+00:00,2024-02-21T21:14:57Z,9,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05XTRJ2X1X,"Miss Japan? No, Mistress Japan.😂",user_0329,,"ukrainian miss japan, adultery",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.), sarcasm/irony(the opposite meaning)",,,5,,2024-02-21 21:55:46+00:00,2024-02-21T21:55:46Z,36,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05kPkk2LGn,he was a judge for the 2023 pageant and could have potentially coached her to victory for the recent competition.,user_0330,ukrainian miss japan,ukrainian miss japan,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,20,"No, he was not. It was only said sometimes, that he was a plastic surgeon. And also he confessed, that he didn't tell her, he was married. After all of this, she herself asked judges to take her crown",2024-02-21 23:57:36+00:00,2024-02-21T23:57:36Z,11,xxcuzzxme,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05oOai4cZA,If you could access Japanese tabloids and news .. I am sure you would have field day. ​,user_0331,,,,,,,18,Would love a source explaining this,2024-02-22 00:32:23+00:00,2024-02-22T00:32:23Z,0,michaelahesketh5719,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05sg_j1eph,They both are equally to be blamed.,user_0332,,adultery,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,7,,2024-02-22 01:09:56+00:00,2024-02-22T01:09:56Z,8,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05vqsoah9u,Holy FCK!! 👀,user_0333,,,,,,,3,,2024-02-22 01:37:33+00:00,2024-02-22T01:37:33Z,0,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA05vrytx3HE,1000%,user_0333,,,,,,,1,"u seen to have some other issue, get well soon | Even still. You will certainly never be known. For anything. | keyboard warrior that has never been to Asia! I'm not the only one that feels so | she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking",2024-02-22 01:37:42+00:00,2024-02-22T01:37:42Z,0,onlinme7884,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA060ETF1qFW,​she is average looking for Ukrainian woman.,user_0334,,"ukrainian miss japan, beauty contest, western beauty standards",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,7,she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking,2024-02-22 02:24:36+00:00,2024-02-22T02:24:36Z,0,dencentbeatz794,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA060w2B2H7B,He wasn't he's a doctor but think about it is better that they keep it out because she would look even worse!! Messing around a judge to get the crown.,user_0335,,"ukrainian miss japan, beauty contest, adultery",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,30,,2024-02-22 02:30:41+00:00,2024-02-22T02:30:41Z,3,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA0616Wkjv4m,"yes, he was judge, jury, and executioner.",user_0336,,"ukrainian miss japan, beauty contest","appeal to reason, giving evidence (logos)",,,,8,"it's just a malicious rumour, from what I can find out. I'm yet to see any evidence confirming it. | Tat explains. Coz shez just average looking",2024-02-22 02:32:15+00:00,2024-02-22T02:32:15Z,6,peterclarke7006,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA062dvJj6fe,she is an average for Ukrainian.,user_0334,,western beauty standards,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,7,she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking,2024-02-22 02:45:41+00:00,2024-02-22T02:45:41Z,19,dencentbeatz794,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA063bTidkPM,except he wasn't.,user_0289,ukrainian miss japan,,"appeal to reason, giving evidence (logos), appeal to/challenging authority (ethos)",,,user,4,"yes, he was judge, jury, and executioner. | it's just a malicious rumour, from what I can find out. I'm yet to see any evidence confirming it. | Tat explains. Coz shez just average looking",2024-02-22 02:54:06+00:00,2024-02-22T02:54:06Z,1,artvandalay13,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06CdA6H8N6,It’s a strange sickness with young boys calling women manly or tranny. You can tell they never leave their room or basement and have zero life experience especially with a woman.,user_0337,"ukrainian miss japan, beauty contest, western beauty standards, japan",,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,31,every guy needs to say this about every pretty girl huh | Tat explains. Coz shez just average looking,2024-02-22 04:12:58+00:00,2024-02-22T04:12:58Z,0,vanillasaiki5050,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06E_FLjb6n,Omg hahhahahaha,user_0338,,,,,,,2,,2024-02-22 04:29:55+00:00,2024-02-22T04:29:55Z,0,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06F_t3uj6j,​plastic surgeon? Maybe she was planning on getting some free surgerys.,user_0339,,"ukrainian miss japan, adultery","appeal to reason, giving evidence (logos)",,,,11,"No, he was not. It was only said sometimes, that he was a plastic surgeon. And also he confessed, that he didn't tell her, he was married. After all of this, she herself asked judges to take her crown",2024-02-22 04:38:44+00:00,2024-02-22T04:38:44Z,3,xxcuzzxme,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06G9f8_Jya,it's not true. It's just a silly myth invented by pillocks🤦,user_0289,"ukrainian miss japan, beauty contest",,"appeal to reason, giving evidence (logos), appeal to/challenging authority (ethos)",,,pillocks,12,Omg hahhahahaha,2024-02-22 04:43:45+00:00,2024-02-22T04:43:45Z,1,PandaHead602,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06OrlzsvVm,that’s what I’m saying! She’s just mid.,user_0340,,beauty contest,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,7,"u seen to have some other issue, get well soon | Even still. You will certainly never be known. For anything. | keyboard warrior that has never been to Asia! I'm not the only one that feels so | she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking",2024-02-22 05:59:49+00:00,2024-02-22T05:59:49Z,8,onlinme7884,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06PjlQ6nGh,"​The wife said she knew the man (who was also a judge on the contest) that he was married. She also stated that she had known and even when he confirmed it, she still carried on.",user_0341,,ukrainian miss japan,"appeal to reason, giving evidence (logos), appeal to/challenging authority (ethos)",,,miss japan,36,"No, he was not. It was only said sometimes, that he was a plastic surgeon. And also he confessed, that he didn't tell her, he was married. After all of this, she herself asked judges to take her crown",2024-02-22 06:07:28+00:00,2024-02-22T06:07:28Z,8,xxcuzzxme,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06PlxG5tV3,"​The wife said she knew the man (who was also a judge on the contest) that he was married. She also stated that she had known and even when he confirmed it, she still carried on.",user_0341,,ukrainian miss japan,"appeal to reason, giving evidence (logos), appeal to/challenging authority (ethos)",,,miss japan,36,"No, he was not. It was only said sometimes, that he was a plastic surgeon. And also he confessed, that he didn't tell her, he was married. After all of this, she herself asked judges to take her crown",2024-02-22 06:07:46+00:00,2024-02-22T06:07:46Z,3,xxcuzzxme,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06Pq2jfo67,​He was one of the contest judges.,user_0341,,"ukrainian miss japan, beauty contest, adultery","appeal to reason, giving evidence (logos)",,,,7,"​plastic surgeon? Maybe she was planning on getting some free surgerys. | No, he was not. It was only said sometimes, that he was a plastic surgeon. And also he confessed, that he didn't tell her, he was married. After all of this, she herself asked judges to take her crown",2024-02-22 06:08:19+00:00,2024-02-22T06:08:19Z,1,Vayeya1,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06QC51mRhE,"​Yes. She's less than. The others looked way better. I blame Japan for the validation seeking mess. It's bad enough that they make their anime white characters, now they're showing how they really feel about themselves.",user_0341,,"ukrainian miss japan, beauty contest, japan","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,36,she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking,2024-02-22 06:11:28+00:00,2024-02-22T06:11:28Z,13,dencentbeatz794,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06Qgjwfl_Q,oh really?? hahahhaha watta fcked up,user_0342,,ukrainian miss japan,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,6,,2024-02-22 06:15:48+00:00,2024-02-22T06:15:48Z,1,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06ZTrfz627,"Welp, so much for giving a non-Japanese a chance to represent. Guaranteed to NEVER happen again. 😅",user_0343,,ukrainian miss japan,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,17,,2024-02-22 07:32:32+00:00,2024-02-22T07:32:32Z,7,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06_aQP9XFZ,Because it exposes corruption in the beauty pagent world. Like we didn't know that already 🙄😒,user_0344,,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.), sarcasm/irony(the opposite meaning)",,,16,,2024-02-22 07:42:19+00:00,2024-02-22T07:42:19Z,5,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06brh0oPVP,"Yeah, her laughable victory was all politics ... to fuel support for the grifting Zellensky's war machine",user_0345,,beauty contest,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,17,,2024-02-22 08:02:09+00:00,2024-02-22T08:02:09Z,8,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06cpRMOpxt,I don’t see how it’s relevant. This would only make it more newsworthy if she had gotten away with it. She didn’t. Everything that’s needed for context is in the video. It’s a short. You can’t include everything.,user_0346,"ukrainian miss japan, beauty contest",,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,38,,2024-02-22 08:10:34+00:00,2024-02-22T08:10:34Z,0,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06f2f9-JJz,"Of course it's relevant, that the judging was corruptly tainted in her favour ... and she ""did"" get away with it, for two weeks. It would've only required an extra second to mention she slept with the pageant judge - the BBC could've easily edited out a fraction of their blather to make way for it",user_0345,,"ukrainian miss japan, beauty contest, adultery","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,bbc,57,I don’t see how it’s relevant. This would only make it more newsworthy if she had gotten away with it. She didn’t. Everything that’s needed for context is in the video. It’s a short. You can’t include everything.,2024-02-22 08:30:00+00:00,2024-02-22T08:30:00Z,0,kirstybrown1185,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06fG_2vqcC,"I mean, how could she find a single man.",user_0347,ukrainian miss japan,,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,9,,2024-02-22 08:31:53+00:00,2024-02-22T08:31:53Z,3,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06heV4DSsg,her mom remarried a Japanese man.,user_0348,ukrainian miss japan,,"appeal to reason, giving evidence (logos)",,,,6,Well done! she doesn’t look Japanese at all,2024-02-22 08:52:46+00:00,2024-02-22T08:52:46Z,4,beyourself2788,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06hxzn1AJy,"She wasn’t even that good looking ,just average looking person ,now it makes sense",user_0349,,ukrainian miss japan,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,14,,2024-02-22 08:55:26+00:00,2024-02-22T08:55:26Z,13,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06kgpQJcmB,"No, the married man was a famous influencer doctor. Takuma Maeda",user_0350,ukrainian miss japan,,"appeal to reason, giving evidence (logos)",,,,11,,2024-02-22 09:19:18+00:00,2024-02-22T09:19:18Z,3,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06lBgltdqO,Fake news you should be ashamed of yourself.,user_0351,ukrainian miss japan,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,bbc,8,,2024-02-22 09:23:39+00:00,2024-02-22T09:23:39Z,0,,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
624,Miss Japan gives up crown after tabloid exposes affair. #Shorts #MissJapan #BBCNews,UgxXEkoQsQBXJfn0e-Z4AaABAg.A-lYk4YmXUyA06lUGH5wFx,​ Or the judges was blind 😂😅,user_0352,,beauty contest,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.), sarcasm/irony(the opposite meaning)",,,7,"u seen to have some other issue, get well soon | Even still. You will certainly never be known. For anything. | keyboard warrior that has never been to Asia! I'm not the only one that feels so | she ain't average looking by any stretch if ur imagination lol | Tat explains. Coz shez just average looking",2024-02-22 09:26:11+00:00,2024-02-22T09:26:11Z,5,onlinme7884,UgxXEkoQsQBXJfn0e-Z4AaABAg,The married man was a judge. Why does everyone leave that part out?,en
