annotator,title,comment_id,comment_text,context,stance_pro,stance_con,word_count
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0-ZwTzXnQi,@user закону республики Крым.,"Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",крым российский,,4
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0-aVnEIGcn,"Господин Небензя, Вы спросите своего собеседникао том, хоть раз Россия вмешивалась в избирательный процесс в другой стране? Проводила ли хоть раз какую- предвыборную агитацию на чужой территории?! Если бы это случилось, то наверное весь запад бы орал во все горло.","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",россия,запад,40
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0-dokvd5x1,"@user возмущаемся, что враги в лице украины и запада в чем-то обвиняют? да нисколько. если у вас есть аргументирвоанные претензии, а не несправедливые обвинения, как ты говоришь - выдвигай пожалуйста, иди на переговоры, решай все миром. уверен что правых сторон в этом конфликте нет вообще.все измазаны тройным слоем грязи и гомна. и РФ измазана в этом плане намного меньше, чем украина и страны нато","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",россия,"война в украине, запад, нато",64
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0-eXlyogyb,"@user да примеров то можно много привести. та же восточная германия присоединялась по той же схеме, и также там учитывалась воля народов. повторю, что РФ это сделала не первой, и сокрее всего не последней. удивляет истерика запада о том, что России, в отличие от западных игроков это делать нельзя. но повторю, это никого сейчас не возмущает, возмущало после отъема косово в 1999, когда это не было такой практикой, как сейчас","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю","крым российский, россия",запад,70
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0-fAOEA5d6,"@user какая может быть законность назначения во время революции в стране перед гражданской войной? там и в киеве на тот момент принимались антиконституционные решения. депутаты, которых сгоняли не принимали же решения об отторжении крыма, как косовские об отторжении косово. они приняли решение, возможно некоторые из них боялись чего-то. и поэтому понятий я не подмениваю. решение было принято именно демократическим путем народом крыма, а не теми депутатами","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",крым российский,майдан,66
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0-i_w59gXi,"@user Референдум, проведённый через 10 дней после назначения, не может быть в принципе признан референдумом.","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",,крым российский,15
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0-lsv7Mpxw,"@user с чего это вдруг? если придумывать всякие левые оправдания, то конечно в какой-то момент можно прийти к неполной легитимности такого референдума. идеально такие вещи проводятся, когда в стране мир и порядок, а не революция и поезда ""дружбы"" с националистами едущие в крым помогать новую западно-майданную власть любить, как позже подобный десант высадился в харькове и одессе. как ты думаешь, в польше и финляндии заморачивались с легитимизацией выхода из послереволюционной россии? я думаю, что Россия имела право рыпнуться на польшу и финляндию, так как это ее бывшие территории. но и те страны имели право слать будущий рсфср на 3 буквы, так как им не по новому красному пути совка. понимаешь, что обе стороны правы в своих претензиях. и эти претензии разрешаются либо миром либо войной. ссср войну слило и претензии отозвало. с вами точно также. войну на донбассе слили, но РФ попыталась вам вернуть по мирному обратно минском 2. вы не согласились его выполнять и решили дальше бомбить русских. получили войну. какие еще вопросы с вашей стороны о легитимностях в нелегитимной стране после нелегитимной смены власти?","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю","война в украине, крым российский, россия",майдан,176
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A008rhh17ar,"@user Я в курсе , что такое Залесье и без проверок. Забавляйтесь дальше, а у меня нет такого терпения и времени, как у Ваших оппонентов ,что-то объяснять морекопателям и майданутым, вроде Вас. Так что всего хорошего, прощайте.","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",,майдан,37
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A00VYbfoeEQ,"@user республика Крым - это не страна. Только правительство страны может инициировать у себя референдум, если имеются на то объективные причины по собственному законодательству. Обычно, на подготовку такого референдума уходит не менее 5 лет. Так ещё раз: по законодательству какой страны проходил референдум в Крыму? По законодательству страны Украина? или по законодательству РФ?","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",,крым российский,53
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A00iVK5OXx5,@user Фолклендские острова Великобритания захватила и провела референдум. Не жмут двойные стандарты?,"Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",крым российский,,12
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A015VWiqlIo,Закон о границах 2003г подписал путин от рф вот и выполнять,"Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",,"крым российский, россия",11
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A0182tVWz9Z,"@user)))
Спор о суверенитете между Аргентиной и Великобританией идут уже около двух столетий. Ни одна из сторон не признавала за другой права на эти острова. РФ признала несколькими международными договорами и другими документами суверенитет и границы Украины с 1991 по 2010 год. Pacta sunt servanda (с латинского «договоры должны соблюдаться») — основополагающий принцип гражданского и международного права.
Поэтому Россия осталась одна против большинства мирового сообщества.","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",мировое сообщество,"крым российский, россия",65
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A019wd7xmJt,"@user Ну Украина только изменила конституцию, где из нейтральной страны превращалась в возможного врага, а именно на основе конституции Украины и было признание. Россия признала всю территорию Украины с условием нахождения базы ЧФ на территории Крыма.","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю","крым российский, россия",,36
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A01Ql0ZzAz_,"@user Вы красиво себе на придумали...)
1. Никаких оговорок о внеблоковости до 2014 года России при признании не ставила условием и не подписывала.
2. Украина перестала быть нейтральной из-за и после 2014 года и нападения, а не наоборот.","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",,"крым российский, россия",38
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A01_1Sl2Btd,И в Крыму не было референдума. Фашисты тоже проводили такие спектакли как россияне в Крыму.,"Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",,"крым российский, россия",15
ai,Василий Небензя: «Мы находимся в конфликте с Западом» | Интервью Би-би-си,UgwUeYSjL8Tn86aTXaN4AaABAg.A-rnLmyAm74A01igtlFmZ4,"@user На основании статьи Конституции Украины (статья 138), Автономная Республика Крым тоже имела право на местный референдум. А ведь именно местный референдум и был назначен. В Конституции полуострова 1998-го года, капитально обрубленной Киевом в правах, сказано, что при несоответствии решений парламента Крыма украинской Конституции приостанавливать их действие может только президент Украины с одновременным обращением в Конституционный Суд Украины относительно их конституционности. Единственным легитимным президентом Украины был Янукович, который ничего и не оспаривал. А значит формально действия Парламента Крыма не подпадают под нарушения основного закона Украины. И уж тем более никто не обращался в Конституционный суд, судей которого разогнали 24 февраля 2014 года.Более того, в 2019 году Конституционный суд фактически легализовали решения, принятые на референдуме в Крыму. Суд рассматривал вопрос о проведении досрочных выборов в Верховную Раду. В решении КС говорится о том, что досрочные выборы полностью соответствуют украинскому законодательству, так как проведены в соответствии с «волей народа», согласно которой было выражено недоверие к действовавшей до этого Верховной Раде. Суд сослался статью 5 Конституции, где написано, что «народ – источник власти». Поэтому референдум в Крыму, ведомые той же волей народа, также является ЛЕГАЛЬНЫМ.","Двойной стандарт - это сравнивать Голанские высоты и Крым. Что то я не припоминаю, что жители Голанских высот проводили референдум о присоединении к Израилю",крым российский,майдан,182
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6YQkRgP5j,Честных журналистов выгнали.,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,американские журналисты,3
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6ccw-mO9K,"@user Честных журналистов?? Это которые всегда перебивают и сказать ничего не дают?😂 Так это не журналисты, а пропагандисты, типа сливного бачка Скабеевой... Это их выгнали??😂Эх жаль... Они бы рассказали омэриканцам, кто на самом деле Бомбас Домбил☝☝","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,"американские журналисты, всу",36
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6ckLsMGv3,что бы опустить перед миром зелю специально продемонстрировали это порно публично .........,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,владимир зеленский,12
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6dCbYxrAL,Видно как очки рейтинга слева падают а справа растут ))),"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",дональд трамп,владимир зеленский,10
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6dIBbx-FS,"Ага , тихо как в гробу ! Но теперь становится абсолютно ясным кому нужна война , и становится понятным что Европа теперь увязнет в дерьме войны по самые уши со своей возрождающиеся идеологией нацизма и в Европе следует ожидать большого шухера так как Европа увидела как можно ( или нужно ) разговаривать с США , да и Зеленский теперь не будет просить , дай-дай-дай , а будет требовать то что ему будет нужно так как Европа уже замарана кровью этой войны .","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,"владимир зеленский, война в украине, запад, помощь украине",82
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6dy7od7z7,"Вот как благодарить наглый клоун людей которые долгое время кармил и обул как говорится рано или поздно зверь укусит своего кормильца, также ани отблагодарият ЭВРОКОМИКАМ.","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,"владимир зеленский, запад, помощь украине",25
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6eWCI5QVS,"Дааа, вова совсем прикуел...","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,владимир зеленский,4
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6en7P3LZQ,"После визита зели американцам можно месяц лапшу варить, столько навещал зеля им, приехал сказки раньше проходили и сейчас прокатит,😂дедушки то джо уже нет 😂😂😂","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,"владимир зеленский, сша",24
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6ezY8JslP,"Да, такого позора Америка не испытывала давно. Возможно никогда. Выбрать торгаша авантюриста, который между честью и наживой предпочел наживу - это стыдно.","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,"дональд трамп, сша",22
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6f2elbcro,@user и без попрошаек😂,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,"владимир зеленский, помощь украине",4
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6fCjpupiQ,Нападение двоих на одново как это назвать??????просто пративна инетокчична,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",владимир зеленский,дональд трамп,9
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6fXwmv7kB,"@user Просто бизнес,и ничего личного.....Но как паскудно все это выглядит....","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,дональд трамп,10
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6gJIuJSVV,"@user да, отвратительно.","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,американские журналисты,3
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6gkMYY4aJ,"@user Трамп хочет как Путин, ещё и конституцию изменит, чтобы опять быть президентом","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,дональд трамп,13
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6hRSYwVSp,"тараканы тоже слушают,.. мне вообще кажется, что телюди которые жили до меня и после меня многое потеряли, я 74 года рождения, глубокий ссср, слово пацана, афган итп, перестройка, чечня, ельцин путин скотские нулевые жирные десятые, война,... мне кажется довольно уже,... под самарой участок за 300тыщ с домом сбереженй хватит на пенсию,.. и пошло оно всё..., завести собаку скотину а вы е..сь все","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,война в украине,62
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6hhTqiZre,"Выкидыш совсем оборзел.На кого попер????Вот это мания Величия.🤦Ну актер хороший.Ну и что? Вот и пускает свои актерские способности во ВРАНЬЕ.Да,Зеленский плохо кончишь.С Трампом так не надо было.","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",дональд трамп,владимир зеленский,27
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6hs8gKoE4,"@user! Это мрак! То, что он нёс,,,,,, ни слова, ни единого слова правды! Всё--сплошная, наглая ложь! Трамп слушает,,,, неужели он этому верит! Хотя,,, наверное, верит! Правды то не знает!","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,"владимир зеленский, дональд трамп",29
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6hte2nS69,@user совсем оборзел.Я в шоке.Видимо порошок уже перестал действовать 😅,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,владимир зеленский,10
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6i1xuRT8K,Показал Зелёный Кузькину мать Трампу благодаря волшебному колумбийскому зелью!,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,владимир зеленский,9
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6i73AahOL,@user совсем оборзел.Его ЛАПША прошла в Европе.В Америке не пройдет.,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",сша,владимир зеленский,10
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6i9E0uI9g,"@user 💯👍! Одно сплошное враньё! И, как язык не отсохнет! 💀рь!","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,владимир зеленский,11
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6iFCn5LQa,@user забыл что он не в 95 квартале играет😅,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,владимир зеленский,9
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6j3tlyKoU,"@user просрочка скажет спасибо , что его вообще пустили в этот кабинет , и страну, которую он разворовывалsilina5355","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,владимир зеленский,18
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6j7VSUAxo,**РУ3BEЛЬТ говорит CTАЛИНУ = КАРТЫ НЕ В ВАШУ ПОЛЬЗУ !!!! ГИТЬЛИP сейчас СИЛЁН !!! ВЫ ДОЛЖНЫ БЫТЬ НАМ БЛАГОДАРНЫ !!! что МЫ ОТПРАВИЛИ ВАМ хотя бы ПРОДОВОЛЬСТВИЕ !!! ... ЛЕНДЛИЗА НЕ БУДЕТ !!! МЫ НЕ ХОТИМ ВТОРОЙ МИРОВОЙ !!!! ... ДАВАЙТЕ ДОГОВАРИВАТЬСЯ С ГИТЬЛИPOM !!!*,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅","владимир зеленский, помощь украине","дональд трамп, сша",45
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6j8vY7AwD,**А КАКОЙ ПОМОЩИ говорит ТРАМП ??? США предоставили УКРАИНЕ ... 3 Пэтриота и 30 ржавых Танков Абрамс !!!* **В то ВРЕМЯ КАК в ПУСТЫНЕ ТЕХАСА лежит СПИСАННЫМИ = 30.000 Тридцать ТЫСЯЧ ТАНКОВ АБРАМС !!!*,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",помощь украине,"дональд трамп, сша",34
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6jRyAVwXl,Трамп красавчег!,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",дональд трамп,,2
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6jcahpmXO,@user 6 раз банкрот,"Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,дональд трамп,4
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6jdB6JqKo,"С@user бл@user,зеля красавчик!Англо язычным дойдёт перевод сказанного!","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",владимир зеленский,,7
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6k24tPeGp,"@user как раз сейчас она начинает жить при адекватном политике, а не при маразматиках деменционных.","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅","дональд трамп, сша",,15
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6kX5-wJe1,"@user ты про трама, молодец подержую. Эти два выпердыши вели себя крайне отвратительно хотя тебе это не понять с твоей системой моральных ценностей.","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",,дональд трамп,23
ai,Трамп — Зеленскому: «Вы доиграетесь до Третьей мировой». Полная версия спора с субтитрами,UgwaDHt9zdVIgnOA9DF4AaABAg.AF6SHZK2bTvAF6kerAsp8L,"@user а можете наркомана все же научат, как вести себя. Оденут его в костюм, рот научат не открывать где не надо. Он ведь не на базаре в спор вступать, надо иметь яйца, что бы выслушать не приятные вещи а потом говорить свои доводы. Да и кто он, по сравнению с президентом Америки. Так, актеришко.","Никогда еще американские журналисты не были так молчаливы и тихи. Они не верили своим ушам, что все это происходит прям перед их глазами. мне, кажется, даже мухи перестали летать, чтобы не мешать 😅",дональд трамп,владимир зеленский,54
